2023-02-17 17:19:40 startup archives install
2023-02-17 17:24:05 status installed cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:05 configure pinentry-curses:amd64 1.1.1-1build2 <none>
2023-02-17 17:24:05 status unpacked pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:05 status half-configured pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:05 status installed pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:05 configure cpio:amd64 2.13+dfsg-7 <none>
2023-02-17 17:24:05 status unpacked cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:05 status half-configured cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:05 status installed cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:05 configure packagekit-tools:amd64 1.2.5-2ubuntu2 <none>
2023-02-17 17:24:05 status unpacked packagekit-tools:amd64 1.2.5-2ubuntu2
2023-02-17 17:24:05 status half-configured packagekit-tools:amd64 1.2.5-2ubuntu2
2023-02-17 17:24:05 status installed packagekit-tools:amd64 1.2.5-2ubuntu2
2023-02-17 17:24:05 configure bcache-tools:amd64 1.0.8-4ubuntu3 <none>
2023-02-17 17:24:05 status unpacked bcache-tools:amd64 1.0.8-4ubuntu3
2023-02-17 17:24:05 status half-configured bcache-tools:amd64 1.0.8-4ubuntu3
2023-02-17 17:24:05 status installed bcache-tools:amd64 1.0.8-4ubuntu3
2023-02-17 17:24:05 configure systemd-sysv:amd64 249.11-0ubuntu3.6 <none>
2023-02-17 17:24:05 status unpacked systemd-sysv:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:05 status half-configured systemd-sysv:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:05 status installed systemd-sysv:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:05 configure libperl5.34:amd64 5.34.0-3ubuntu1.1 <none>
2023-02-17 17:24:05 status unpacked libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:24:05 status half-configured libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:24:05 status installed libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:24:05 configure eatmydata:all 130-2build1 <none>
2023-02-17 17:24:05 status unpacked eatmydata:all 130-2build1
2023-02-17 17:24:06 status half-configured eatmydata:all 130-2build1
2023-02-17 17:24:06 status installed eatmydata:all 130-2build1
2023-02-17 17:24:06 configure linux-base:all 4.5ubuntu9 <none>
2023-02-17 17:24:06 status unpacked linux-base:all 4.5ubuntu9
2023-02-17 17:24:06 status half-configured linux-base:all 4.5ubuntu9
2023-02-17 17:24:06 status installed linux-base:all 4.5ubuntu9
2023-02-17 17:24:06 configure python3.10:amd64 3.10.6-1~22.04.2 <none>
2023-02-17 17:24:06 status unpacked python3.10:amd64 3.10.6-1~22.04.2
2023-02-17 17:24:06 status half-configured python3.10:amd64 3.10.6-1~22.04.2
2023-02-17 17:24:06 status installed python3.10:amd64 3.10.6-1~22.04.2
2023-02-17 17:24:06 configure wget:amd64 1.21.2-2ubuntu1 <none>
2023-02-17 17:24:06 status unpacked wget:amd64 1.21.2-2ubuntu1
2023-02-17 17:24:06 status half-configured wget:amd64 1.21.2-2ubuntu1
2023-02-17 17:24:06 status installed wget:amd64 1.21.2-2ubuntu1
2023-02-17 17:24:06 configure squashfs-tools:amd64 1:4.5-3build1 <none>
2023-02-17 17:24:06 status unpacked squashfs-tools:amd64 1:4.5-3build1
2023-02-17 17:24:06 status half-configured squashfs-tools:amd64 1:4.5-3build1
2023-02-17 17:24:06 status installed squashfs-tools:amd64 1:4.5-3build1
2023-02-17 17:24:06 configure xdg-user-dirs:amd64 0.17-2ubuntu4 <none>
2023-02-17 17:24:06 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:24:06 status half-configured xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:24:06 status installed xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:24:06 configure btrfs-progs:amd64 5.16.2-1 <none>
2023-02-17 17:24:06 status unpacked btrfs-progs:amd64 5.16.2-1
2023-02-17 17:24:06 status half-configured btrfs-progs:amd64 5.16.2-1
2023-02-17 17:24:06 status installed btrfs-progs:amd64 5.16.2-1
2023-02-17 17:24:06 configure libedit2:amd64 3.1-20210910-1build1 <none>
2023-02-17 17:24:06 status unpacked libedit2:amd64 3.1-20210910-1build1
2023-02-17 17:24:06 status half-configured libedit2:amd64 3.1-20210910-1build1
2023-02-17 17:24:06 status installed libedit2:amd64 3.1-20210910-1build1
2023-02-17 17:24:06 configure binutils-common:amd64 2.38-4ubuntu2.1 <none>
2023-02-17 17:24:06 status unpacked binutils-common:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:06 status half-configured binutils-common:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:06 status installed binutils-common:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:06 configure libglib2.0-bin:amd64 2.72.4-0ubuntu1 <none>
2023-02-17 17:24:06 status unpacked libglib2.0-bin:amd64 2.72.4-0ubuntu1
2023-02-17 17:24:06 status half-configured libglib2.0-bin:amd64 2.72.4-0ubuntu1
2023-02-17 17:24:06 status installed libglib2.0-bin:amd64 2.72.4-0ubuntu1
2023-02-17 17:24:06 configure gettext-base:amd64 0.21-4ubuntu4 <none>
2023-02-17 17:24:06 status unpacked gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:24:06 status half-configured gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:24:06 status installed gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:24:06 configure libnss-systemd:amd64 249.11-0ubuntu3.6 <none>
2023-02-17 17:24:06 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:06 status half-configured libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:06 status installed libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:06 configure xkb-data:all 2.33-1 <none>
2023-02-17 17:24:06 status unpacked xkb-data:all 2.33-1
2023-02-17 17:24:06 status half-configured xkb-data:all 2.33-1
2023-02-17 17:24:06 status installed xkb-data:all 2.33-1
2023-02-17 17:24:06 configure python3:amd64 3.10.6-1~22.04 <none>
2023-02-17 17:24:06 status unpacked python3:amd64 3.10.6-1~22.04
2023-02-17 17:24:06 status half-configured python3:amd64 3.10.6-1~22.04
2023-02-17 17:24:06 status installed python3:amd64 3.10.6-1~22.04
2023-02-17 17:24:06 configure kmod:amd64 29-1ubuntu1 <none>
2023-02-17 17:24:06 status unpacked kmod:amd64 29-1ubuntu1
2023-02-17 17:24:06 status half-configured kmod:amd64 29-1ubuntu1
2023-02-17 17:24:07 status installed kmod:amd64 29-1ubuntu1
2023-02-17 17:24:07 configure libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1 <none>
2023-02-17 17:24:07 status unpacked libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:07 status half-configured libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:07 status installed libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:07 configure finalrd:all 9build1 <none>
2023-02-17 17:24:07 status unpacked finalrd:all 9build1
2023-02-17 17:24:07 status half-configured finalrd:all 9build1
2023-02-17 17:24:07 status installed finalrd:all 9build1
2023-02-17 17:24:07 configure usbutils:amd64 1:014-1build1 <none>
2023-02-17 17:24:07 status unpacked usbutils:amd64 1:014-1build1
2023-02-17 17:24:07 status half-configured usbutils:amd64 1:014-1build1
2023-02-17 17:24:07 status installed usbutils:amd64 1:014-1build1
2023-02-17 17:24:07 configure xxd:amd64 2:8.2.3995-1ubuntu2.3 <none>
2023-02-17 17:24:07 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:24:07 status half-configured xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:24:07 status installed xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:24:07 configure ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2 <none>
2023-02-17 17:24:07 status unpacked ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2
2023-02-17 17:24:07 status half-configured ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2
2023-02-17 17:24:07 status installed ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2
2023-02-17 17:24:07 configure apport:all 2.20.11-0ubuntu82.3 <none>
2023-02-17 17:24:07 status unpacked apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:24:07 status half-configured apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:24:07 status installed apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:24:07 configure fdisk:amd64 2.37.2-4ubuntu3 <none>
2023-02-17 17:24:07 status unpacked fdisk:amd64 2.37.2-4ubuntu3
2023-02-17 17:24:07 status half-configured fdisk:amd64 2.37.2-4ubuntu3
2023-02-17 17:24:07 status installed fdisk:amd64 2.37.2-4ubuntu3
2023-02-17 17:24:07 configure libcap2-bin:amd64 1:2.44-1build3 <none>
2023-02-17 17:24:07 status unpacked libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:24:07 status half-configured libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:24:07 status installed libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:24:07 configure apparmor:amd64 3.0.4-2ubuntu2.1 <none>
2023-02-17 17:24:07 status unpacked apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:24:08 status half-configured apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:24:08 status installed apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:24:08 configure gdisk:amd64 1.0.8-4build1 <none>
2023-02-17 17:24:08 status unpacked gdisk:amd64 1.0.8-4build1
2023-02-17 17:24:08 status half-configured gdisk:amd64 1.0.8-4build1
2023-02-17 17:24:08 status installed gdisk:amd64 1.0.8-4build1
2023-02-17 17:24:08 configure perl:amd64 5.34.0-3ubuntu1.1 <none>
2023-02-17 17:24:08 status unpacked perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:24:08 status half-configured perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:24:08 status installed perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:24:08 configure python3-chardet:all 4.0.0-1 <none>
2023-02-17 17:24:08 status unpacked python3-chardet:all 4.0.0-1
2023-02-17 17:24:08 status half-configured python3-chardet:all 4.0.0-1
2023-02-17 17:24:08 status installed python3-chardet:all 4.0.0-1
2023-02-17 17:24:08 configure libwrap0:amd64 7.6.q-31build2 <none>
2023-02-17 17:24:08 status unpacked libwrap0:amd64 7.6.q-31build2
2023-02-17 17:24:08 status half-configured libwrap0:amd64 7.6.q-31build2
2023-02-17 17:24:08 status installed libwrap0:amd64 7.6.q-31build2
2023-02-17 17:24:08 configure libx11-data:all 2:1.7.5-1 <none>
2023-02-17 17:24:08 status unpacked libx11-data:all 2:1.7.5-1
2023-02-17 17:24:08 status half-configured libx11-data:all 2:1.7.5-1
2023-02-17 17:24:08 status installed libx11-data:all 2:1.7.5-1
2023-02-17 17:24:08 configure libmodule-find-perl:all 0.15-1 <none>
2023-02-17 17:24:08 status unpacked libmodule-find-perl:all 0.15-1
2023-02-17 17:24:08 status half-configured libmodule-find-perl:all 0.15-1
2023-02-17 17:24:08 status installed libmodule-find-perl:all 0.15-1
2023-02-17 17:24:08 configure dbus:amd64 1.12.20-2ubuntu4.1 <none>
2023-02-17 17:24:08 status unpacked dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:24:08 status half-configured dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:24:08 status installed dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:24:08 configure xz-utils:amd64 5.2.5-2ubuntu1 <none>
2023-02-17 17:24:08 status unpacked xz-utils:amd64 5.2.5-2ubuntu1
2023-02-17 17:24:08 status half-configured xz-utils:amd64 5.2.5-2ubuntu1
2023-02-17 17:24:08 status installed xz-utils:amd64 5.2.5-2ubuntu1
2023-02-17 17:24:08 configure shared-mime-info:amd64 2.1-2 <none>
2023-02-17 17:24:08 status unpacked shared-mime-info:amd64 2.1-2
2023-02-17 17:24:08 status half-configured shared-mime-info:amd64 2.1-2
2023-02-17 17:24:10 status installed shared-mime-info:amd64 2.1-2
2023-02-17 17:24:10 configure thin-provisioning-tools:amd64 0.9.0-2ubuntu1 <none>
2023-02-17 17:24:10 status unpacked thin-provisioning-tools:amd64 0.9.0-2ubuntu1
2023-02-17 17:24:10 status half-configured thin-provisioning-tools:amd64 0.9.0-2ubuntu1
2023-02-17 17:24:10 status installed thin-provisioning-tools:amd64 0.9.0-2ubuntu1
2023-02-17 17:24:10 configure systemd-timesyncd:amd64 249.11-0ubuntu3.6 <none>
2023-02-17 17:24:10 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:10 status half-configured systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:10 status installed systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:10 configure udev:amd64 249.11-0ubuntu3.6 <none>
2023-02-17 17:24:10 status unpacked udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:10 status half-configured udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:10 status installed udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:10 configure sudo:amd64 1.9.9-1ubuntu2.2 <none>
2023-02-17 17:24:10 status unpacked sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:24:10 status half-configured sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:24:10 status installed sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:24:10 configure xfsprogs:amd64 5.13.0-1ubuntu2 <none>
2023-02-17 17:24:10 status unpacked xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-17 17:24:10 status half-configured xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-17 17:24:10 status installed xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-17 17:24:10 configure pciutils:amd64 1:3.7.0-6 <none>
2023-02-17 17:24:10 status unpacked pciutils:amd64 1:3.7.0-6
2023-02-17 17:24:10 status half-configured pciutils:amd64 1:3.7.0-6
2023-02-17 17:24:10 status installed pciutils:amd64 1:3.7.0-6
2023-02-17 17:24:10 configure logsave:amd64 1.46.5-2ubuntu1.1 <none>
2023-02-17 17:24:10 status unpacked logsave:amd64 1.46.5-2ubuntu1.1
2023-02-17 17:24:10 status half-configured logsave:amd64 1.46.5-2ubuntu1.1
2023-02-17 17:24:10 status installed logsave:amd64 1.46.5-2ubuntu1.1
2023-02-17 17:24:10 configure libproc-processtable-perl:amd64 0.634-1build1 <none>
2023-02-17 17:24:10 status unpacked libproc-processtable-perl:amd64 0.634-1build1
2023-02-17 17:24:10 status half-configured libproc-processtable-perl:amd64 0.634-1build1
2023-02-17 17:24:10 status installed libproc-processtable-perl:amd64 0.634-1build1
2023-02-17 17:24:10 configure dmsetup:amd64 2:1.02.175-2.1ubuntu4 <none>
2023-02-17 17:24:10 status unpacked dmsetup:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:10 status half-configured dmsetup:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:10 status installed dmsetup:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:10 configure sensible-utils:all 0.0.17 <none>
2023-02-17 17:24:10 status unpacked sensible-utils:all 0.0.17
2023-02-17 17:24:10 status half-configured sensible-utils:all 0.0.17
2023-02-17 17:24:10 status installed sensible-utils:all 0.0.17
2023-02-17 17:24:10 configure dmeventd:amd64 2:1.02.175-2.1ubuntu4 <none>
2023-02-17 17:24:10 status unpacked dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:10 status half-configured dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:10 status installed dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:10 configure xauth:amd64 1:1.1-1build2 <none>
2023-02-17 17:24:10 status unpacked xauth:amd64 1:1.1-1build2
2023-02-17 17:24:10 status half-configured xauth:amd64 1:1.1-1build2
2023-02-17 17:24:10 status installed xauth:amd64 1:1.1-1build2
2023-02-17 17:24:10 configure groff-base:amd64 1.22.4-8build1 <none>
2023-02-17 17:24:10 status unpacked groff-base:amd64 1.22.4-8build1
2023-02-17 17:24:10 status half-configured groff-base:amd64 1.22.4-8build1
2023-02-17 17:24:10 status installed groff-base:amd64 1.22.4-8build1
2023-02-17 17:24:10 configure kpartx:amd64 0.8.8-1ubuntu1.22.04.1 <none>
2023-02-17 17:24:10 status unpacked kpartx:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:10 status half-configured kpartx:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:10 status installed kpartx:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:10 configure procps:amd64 2:3.3.17-6ubuntu2 <none>
2023-02-17 17:24:10 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2023-02-17 17:24:10 status half-configured procps:amd64 2:3.3.17-6ubuntu2
2023-02-17 17:24:10 status installed procps:amd64 2:3.3.17-6ubuntu2
2023-02-17 17:24:10 configure gpgconf:amd64 2.2.27-3ubuntu2.1 <none>
2023-02-17 17:24:10 status unpacked gpgconf:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:10 status half-configured gpgconf:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:10 status installed gpgconf:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:10 configure libintl-perl:all 1.26-3build2 <none>
2023-02-17 17:24:10 status unpacked libintl-perl:all 1.26-3build2
2023-02-17 17:24:10 status half-configured libintl-perl:all 1.26-3build2
2023-02-17 17:24:10 status installed libintl-perl:all 1.26-3build2
2023-02-17 17:24:10 configure python3-keyring:all 23.5.0-1 <none>
2023-02-17 17:24:10 status unpacked python3-keyring:all 23.5.0-1
2023-02-17 17:24:10 status half-configured python3-keyring:all 23.5.0-1
2023-02-17 17:24:11 status installed python3-keyring:all 23.5.0-1
2023-02-17 17:24:11 configure libpam-systemd:amd64 249.11-0ubuntu3.6 <none>
2023-02-17 17:24:11 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:11 status half-configured libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:11 status installed libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:24:11 configure isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3 <none>
2023-02-17 17:24:11 status unpacked isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:24:11 status half-configured isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:24:11 status installed isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:24:11 configure curl:amd64 7.81.0-1ubuntu1.7 <none>
2023-02-17 17:24:11 status unpacked curl:amd64 7.81.0-1ubuntu1.7
2023-02-17 17:24:11 status half-configured curl:amd64 7.81.0-1ubuntu1.7
2023-02-17 17:24:11 status installed curl:amd64 7.81.0-1ubuntu1.7
2023-02-17 17:24:11 configure libterm-readkey-perl:amd64 2.38-1build4 <none>
2023-02-17 17:24:11 status unpacked libterm-readkey-perl:amd64 2.38-1build4
2023-02-17 17:24:11 status half-configured libterm-readkey-perl:amd64 2.38-1build4
2023-02-17 17:24:11 status installed libterm-readkey-perl:amd64 2.38-1build4
2023-02-17 17:24:11 configure lsb-release:all 11.1.0ubuntu4 <none>
2023-02-17 17:24:11 status unpacked lsb-release:all 11.1.0ubuntu4
2023-02-17 17:24:11 status half-configured lsb-release:all 11.1.0ubuntu4
2023-02-17 17:24:11 status installed lsb-release:all 11.1.0ubuntu4
2023-02-17 17:24:11 configure openssl:amd64 3.0.2-0ubuntu1.8 <none>
2023-02-17 17:24:11 status unpacked openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:24:11 status half-configured openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:24:11 status installed openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:24:11 configure cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1 <none>
2023-02-17 17:24:11 status unpacked cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:11 status half-configured cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:11 status installed cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:11 configure readline-common:all 8.1.2-1 <none>
2023-02-17 17:24:11 status unpacked readline-common:all 8.1.2-1
2023-02-17 17:24:11 status half-configured readline-common:all 8.1.2-1
2023-02-17 17:24:11 status installed readline-common:all 8.1.2-1
2023-02-17 17:24:11 configure libsort-naturally-perl:all 1.03-2 <none>
2023-02-17 17:24:11 status unpacked libsort-naturally-perl:all 1.03-2
2023-02-17 17:24:11 status half-configured libsort-naturally-perl:all 1.03-2
2023-02-17 17:24:11 status installed libsort-naturally-perl:all 1.03-2
2023-02-17 17:24:11 configure zstd:amd64 1.4.8+dfsg-3build1 <none>
2023-02-17 17:24:11 status unpacked zstd:amd64 1.4.8+dfsg-3build1
2023-02-17 17:24:11 status half-configured zstd:amd64 1.4.8+dfsg-3build1
2023-02-17 17:24:11 status installed zstd:amd64 1.4.8+dfsg-3build1
2023-02-17 17:24:11 configure libmodule-scandeps-perl:all 1.31-1 <none>
2023-02-17 17:24:11 status unpacked libmodule-scandeps-perl:all 1.31-1
2023-02-17 17:24:11 status half-configured libmodule-scandeps-perl:all 1.31-1
2023-02-17 17:24:11 status installed libmodule-scandeps-perl:all 1.31-1
2023-02-17 17:24:11 configure polkitd:amd64 0.105-33 <none>
2023-02-17 17:24:11 status unpacked polkitd:amd64 0.105-33
2023-02-17 17:24:11 status half-configured polkitd:amd64 0.105-33
2023-02-17 17:24:11 status installed polkitd:amd64 0.105-33
2023-02-17 17:24:11 configure liblocale-gettext-perl:amd64 1.07-4build3 <none>
2023-02-17 17:24:11 status unpacked liblocale-gettext-perl:amd64 1.07-4build3
2023-02-17 17:24:11 status half-configured liblocale-gettext-perl:amd64 1.07-4build3
2023-02-17 17:24:11 status installed liblocale-gettext-perl:amd64 1.07-4build3
2023-02-17 17:24:11 configure gpg:amd64 2.2.27-3ubuntu2.1 <none>
2023-02-17 17:24:11 status unpacked gpg:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:11 status half-configured gpg:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:11 status installed gpg:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:11 configure mdadm:amd64 4.2-0ubuntu1 <none>
2023-02-17 17:24:11 status unpacked mdadm:amd64 4.2-0ubuntu1
2023-02-17 17:24:11 status half-configured mdadm:amd64 4.2-0ubuntu1
2023-02-17 17:24:11 status installed mdadm:amd64 4.2-0ubuntu1
2023-02-17 17:24:11 configure gnupg-utils:amd64 2.2.27-3ubuntu2.1 <none>
2023-02-17 17:24:11 status unpacked gnupg-utils:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:11 status half-configured gnupg-utils:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:11 status installed gnupg-utils:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:11 configure binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1 <none>
2023-02-17 17:24:11 status unpacked binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:11 status half-configured binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:11 status installed binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:11 configure sg3-utils:amd64 1.46-1build1 <none>
2023-02-17 17:24:11 status unpacked sg3-utils:amd64 1.46-1build1
2023-02-17 17:24:11 status half-configured sg3-utils:amd64 1.46-1build1
2023-02-17 17:24:11 status installed sg3-utils:amd64 1.46-1build1
2023-02-17 17:24:11 configure networkd-dispatcher:all 2.1-2ubuntu0.22.04.2 <none>
2023-02-17 17:24:11 status unpacked networkd-dispatcher:all 2.1-2ubuntu0.22.04.2
